release_date,release_date_int,release_date_text,year,month,day
8/17/2000,20000817,2000#17#08,2000,8,17
8/6/2015,20150806,2015#06#08,2015,8,6
1/2/2014,20140102,2014#02#01,2014,1,2
7/14/1999,19990714,1999#14#07,1999,7,14
8/1/1997,19970801,1997#01#08,1997,8,1
12/22/1995,19951222,1995#22#12,1995,12,22
1/24/2001,20010124,2001#24#01,2001,1,24
3/29/1985,19850329,1985#29#03,1985,3,29
2/27/2014,20140227,2014#27#02,2014,2,27
11/14/1997,19971114,1997#14#11,1997,11,14
8/26/1948,19480826,1948#26#08,1948,8,26
8/19/1993,19930819,1993#19#08,1993,8,19
3/20/2009,20090320,2009#20#03,2009,3,20
9/13/1972,19720913,1972#13#09,1972,9,13
9/4/2014,20140904,2014#04#09,2014,9,4
4/5/1996,19960405,1996#05#04,1996,4,5
7/31/1981,19810731,1981#31#07,1981,7,31
3/31/1996,19960331,1996#31#03,1996,3,31
6/24/2016,20160624,2016#24#06,2016,6,24
6/28/2017,20170628,2017#28#06,2017,6,28
2/21/1990,19900221,1990#21#02,1990,2,21
1/31/1992,19920131,1992#31#01,1992,1,31
12/22/2011,20111222,2011#22#12,2011,12,22
4/12/2007,20070412,2007#12#04,2007,4,12
12/30/1992,19921230,1992#30#12,1992,12,30
9/25/2013,20130925,2013#25#09,2013,9,25
1/1/1988,19880101,1988#01#01,1988,1,1
10/19/2010,20101019,2010#19#10,2010,10,19
3/11/2011,20110311,2011#11#03,2011,3,11
12/20/1985,19851220,1985#20#12,1985,12,20
3/17/1959,19590317,1959#17#03,1959,3,17
1/17/2003,20030117,2003#17#01,2003,1,17
12/17/2010,20101217,2010#17#12,2010,12,17
5/13/2005,20050513,2005#13#05,2005,5,13
12/15/1986,19861215,1986#15#12,1986,12,15
9/12/2014,20140912,2014#12#09,2014,9,12
9/24/2005,20050924,2005#24#09,2005,9,24
1/31/2003,20030131,2003#31#01,2003,1,31
12/10/1982,19821210,1982#10#12,1982,12,10
7/11/2017,20170711,2017#11#07,2017,7,11
3/20/2009,20090320,2009#20#03,2009,3,20
1/30/2014,20140130,2014#30#01,2014,1,30
4/1/2011,20110401,2011#01#04,2011,4,1
9/14/2012,20120914,2012#14#09,2012,9,14
6/21/1985,19850621,1985#21#06,1985,6,21
4/27/2001,20010427,2001#27#04,2001,4,27
1/13/2011,20110113,2011#13#01,2011,1,13
8/5/2015,20150805,2015#05#08,2015,8,5
11/24/1974,19741124,1974#24#11,1974,11,24
7/2/2003,20030702,2003#02#07,2003,7,2
4/12/1991,19910412,1991#12#04,1991,4,12
9/3/2009,20090903,2009#03#09,2009,9,3
9/10/2011,20110910,2011#10#09,2011,9,10
8/22/1998,19980822,1998#22#08,1998,8,22
1/19/2017,20170119,2017#19#01,2017,1,19
2/18/2000,20000218,2000#18#02,2000,2,18
9/13/2013,20130913,2013#13#09,2013,9,13
4/9/2010,20100409,2010#09#04,2010,4,9
5/25/1990,19900525,1990#25#05,1990,5,25
6/11/1993,19930611,1993#11#06,1993,6,11
4/1/2016,20160401,2016#01#04,2016,4,1
9/12/2004,20040912,2004#12#09,2004,9,12
12/4/1992,19921204,1992#04#12,1992,12,4
12/19/1997,19971219,1997#19#12,1997,12,19
8/3/1979,19790803,1979#03#08,1979,8,3
5/11/2001,20010511,2001#11#05,2001,5,11
8/22/1997,19970822,1997#22#08,1997,8,22
5/28/1993,19930528,1993#28#05,1993,5,28
10/8/2014,20141008,2014#08#10,2014,10,8
10/26/1984,19841026,1984#26#10,1984,10,26
7/4/2005,20050704,2005#04#07,2005,7,4
8/11/2011,20110811,2011#11#08,2011,8,11
8/8/2008,20080808,2008#08#08,2008,8,8
5/13/2015,20150513,2015#13#05,2015,5,13
8/4/1993,19930804,1993#04#08,1993,8,4
1/28/2004,20040128,2004#28#01,2004,1,28
7/1/1994,19940701,1994#01#07,1994,7,1
5/13/2010,20100513,2010#13#05,2010,5,13
9/28/1995,19950928,1995#28#09,1995,9,28
8/24/2007,20070824,2007#24#08,2007,8,24
8/11/2016,20160811,2016#11#08,2016,8,11
2/22/2006,20060222,2006#22#02,2006,2,22
10/6/1995,19951006,1995#06#10,1995,10,6
8/8/2012,20120808,2012#08#08,2012,8,8
4/7/2028,20280407,2028#07#04,2028,4,7
4/1/2015,20150401,2015#01#04,2015,4,1
2/7/1974,19740207,1974#07#02,1974,2,7
1/21/2021,20210121,2021#21#01,2021,1,21
10/2/1957,19571002,1957#02#10,1957,10,2
9/24/2009,20090924,2009#24#09,2009,9,24
7/13/2001,20010713,2001#13#07,2001,7,13
1/12/1990,19900112,1990#12#01,1990,1,12
1/9/2009,20090109,2009#09#01,2009,1,9
8/8/2006,20060808,2006#08#08,2006,8,8
10/27/1995,19951027,1995#27#10,1995,10,27
12/29/2010,20101229,2010#29#12,2010,12,29
12/15/1995,19951215,1995#15#12,1995,12,15
7/6/2016,20160706,2016#06#07,2016,7,6
10/19/2001,20011019,2001#19#10,2001,10,19
9/23/2013,20130923,2013#23#09,2013,9,23
5/28/1998,19980528,1998#28#05,1998,5,28
9/2/2002,20020902,2002#02#09,2002,9,2
3/28/2014,20140328,2014#28#03,2014,3,28
2/11/1993,19930211,1993#11#02,1993,2,11
5/18/2000,20000518,2000#18#05,2000,5,18
2/16/2010,20100216,2010#16#02,2010,2,16
10/19/2016,20161019,2016#19#10,2016,10,19
2/28/2017,20170228,2017#28#02,2017,2,28
12/17/1993,19931217,1993#17#12,1993,12,17
11/19/2008,20081119,2008#19#11,2008,11,19
4/16/1999,19990416,1999#16#04,1999,4,16
5/5/2006,20060505,2006#05#05,2006,5,5
5/25/1979,19790525,1979#25#05,1979,5,25
3/28/1963,19630328,1963#28#03,1963,3,28
3/17/1981,19810317,1981#17#03,1981,3,17
10/25/2013,20131025,2013#25#10,2013,10,25
6/9/1995,19950609,1995#09#06,1995,6,9
7/12/2000,20000712,2000#12#07,2000,7,12
3/18/2011,20110318,2011#18#03,2011,3,18
5/20/2015,20150520,2015#20#05,2015,5,20
10/10/2013,20131010,2013#10#10,2013,10,10
3/31/2015,20150331,2015#31#03,2015,3,31
6/3/1983,19830603,1983#03#06,1983,6,3
9/18/2009,20090918,2009#18#09,2009,9,18
1/1/1999,19990101,1999#01#01,1999,1,1
11/25/1998,19981125,1998#25#11,1998,11,25
4/22/2005,20050422,2005#22#04,2005,4,22
3/12/2007,20070312,2007#12#03,2007,3,12
1/24/1948,19480124,1948#24#01,1948,1,24
8/10/1990,19900810,1990#10#08,1990,8,10
9/30/2011,20110930,2011#30#09,2011,9,30
1/26/2008,20080126,2008#26#01,2008,1,26
10/22/2002,20021022,2002#22#10,2002,10,22
7/27/2006,20060727,2006#27#07,2006,7,27
10/8/2012,20121008,2012#08#10,2012,10,8
7/2/2003,20030702,2003#02#07,2003,7,2
10/11/1985,19851011,1985#11#10,1985,10,11
1/30/2008,20080130,2008#30#01,2008,1,30
10/1/1994,19941001,1994#01#10,1994,10,1
12/27/2000,20001227,2000#27#12,2000,12,27
6/15/2012,20120615,2012#15#06,2012,6,15
5/14/2003,20030514,2003#14#05,2003,5,14
5/15/2002,20020515,2002#15#05,2002,5,15
9/2/2002,20020902,2002#02#09,2002,9,2
1/31/2007,20070131,2007#31#01,2007,1,31
4/12/2002,20020412,2002#12#04,2002,4,12
11/7/1986,19861107,1986#07#11,1986,11,7
10/1/2007,20071001,2007#01#10,2007,10,1
3/24/1964,19640324,1964#24#03,1964,3,24
1/12/1990,19900112,1990#12#01,1990,1,12
6/7/1990,19900607,1990#07#06,1990,6,7
11/11/2005,20051111,2005#11#11,2005,11,11
4/19/2002,20020419,2002#19#04,2002,4,19
2/9/2007,20070209,2007#09#02,2007,2,9
7/30/1999,19990730,1999#30#07,1999,7,30
1/19/2011,20110119,2011#19#01,2011,1,19
10/14/1972,19721014,1972#14#10,1972,10,14
8/5/2015,20150805,2015#05#08,2015,8,5
9/14/1993,19930914,1993#14#09,1993,9,14
7/8/1988,19880708,1988#08#07,1988,7,8
9/11/2008,20080911,2008#11#09,2008,9,11
1/19/2005,20050119,2005#19#01,2005,1,19
10/30/2008,20081030,2008#30#10,2008,10,30
2/3/2006,20060203,2006#03#02,2006,2,3
2/18/2014,20140218,2014#18#02,2014,2,18
8/21/2009,20090821,2009#21#08,2009,8,21
12/16/1983,19831216,1983#16#12,1983,12,16
4/1/1999,19990401,1999#01#04,1999,4,1
8/26/2005,20050826,2005#26#08,2005,8,26
4/20/1989,19890420,1989#20#04,1989,4,20
11/17/2008,20081117,2008#17#11,2008,11,17
9/15/1995,19950915,1995#15#09,1995,9,15
10/21/1964,19641021,1964#21#10,1964,10,21
4/3/2009,20090403,2009#03#04,2009,4,3
1/6/2006,20060106,2006#06#01,2006,1,6
9/19/2000,20000919,2000#19#09,2000,9,19
10/25/2002,20021025,2002#25#10,2002,10,25
11/25/1987,19871125,1987#25#11,1987,11,25
11/18/2016,20161118,2016#18#11,2016,11,18
9/29/2007,20070929,2007#29#09,2007,9,29
12/10/2010,20101210,2010#10#12,2010,12,10
8/31/2000,20000831,2000#31#08,2000,8,31
5/12/2005,20050512,2005#12#05,2005,5,12
6/28/2012,20120628,2012#28#06,2012,6,28
4/24/1981,19810424,1981#24#04,1981,4,24
3/20/2014,20140320,2014#20#03,2014,3,20
6/22/2005,20050622,2005#22#06,2005,6,22
11/3/2006,20061103,2006#03#11,2006,11,3
3/24/2004,20040324,2004#24#03,2004,3,24
7/27/2016,20160727,2016#27#07,2016,7,27
6/6/2017,20170606,2017#06#06,2017,6,6
4/27/1990,19900427,1990#27#04,1990,4,27
9/30/2015,20150930,2015#30#09,2015,9,30
3/5/1970,19700305,1970#05#03,1970,3,5
5/3/1991,19910503,1991#03#05,1991,5,3
6/15/1989,19890615,1989#15#06,1989,6,15
2/5/1988,19880205,1988#05#02,1988,2,5
9/27/2013,20130927,2013#27#09,2013,9,27
1/1/2007,20070101,2007#01#01,2007,1,1
11/14/2003,20031114,2003#14#11,2003,11,14
9/5/2003,20030905,2003#05#09,2003,9,5
9/10/2014,20140910,2014#10#09,2014,9,10
2/12/2014,20140212,2014#12#02,2014,2,12
12/12/2013,20131212,2013#12#12,2013,12,12
5/24/2006,20060524,2006#24#05,2006,5,24
2/2/1990,19900202,1990#02#02,1990,2,2
3/13/1975,19750313,1975#13#03,1975,3,13
9/7/2013,20130907,2013#07#09,2013,9,7
9/9/2003,20030909,2003#09#09,2003,9,9
10/28/1997,19971028,1997#28#10,1997,10,28
5/15/2011,20110515,2011#15#05,2011,5,15
10/2/2015,20151002,2015#02#10,2015,10,2
7/13/1951,19510713,1951#13#07,1951,7,13
7/25/2008,20080725,2008#25#07,2008,7,25
3/13/2014,20140313,2014#13#03,2014,3,13
10/30/1987,19871030,1987#30#10,1987,10,30
9/4/2009,20090904,2009#04#09,2009,9,4
3/12/1972,19720312,1972#12#03,1972,3,12
3/1/1985,19850301,1985#01#03,1985,3,1
7/16/1958,19580716,1958#16#07,1958,7,16
3/27/2008,20080327,2008#27#03,2008,3,27
9/16/2005,20050916,2005#16#09,2005,9,16
2/2/1990,19900202,1990#02#02,1990,2,2
11/25/2005,20051125,2005#25#11,2005,11,25
2/22/2008,20080222,2008#22#02,2008,2,22
9/7/2001,20010907,2001#07#09,2001,9,7
6/19/2008,20080619,2008#19#06,2008,6,19
12/10/2010,20101210,2010#10#12,2010,12,10
6/5/1987,19870605,1987#05#06,1987,6,5
4/26/1991,19910426,1991#26#04,1991,4,26
4/4/2014,20140404,2014#04#04,2014,4,4
1/14/2010,20100114,2010#14#01,2010,1,14
5/24/1985,19850524,1985#24#05,1985,5,24
1/31/1997,19970131,1997#31#01,1997,1,31
12/4/2007,20071204,2007#04#12,2007,12,4
4/1/2011,20110401,2011#01#04,2011,4,1
10/20/2010,20101020,2010#20#10,2010,10,20
7/23/2004,20040723,2004#23#07,2004,7,23
2/21/2003,20030221,2003#21#02,2003,2,21
11/10/2012,20121110,2012#10#11,2012,11,10
12/24/1997,19971224,1997#24#12,1997,12,24
8/26/2025,20250826,2025#26#08,2025,8,26
4/22/2011,20110422,2011#22#04,2011,4,22
1/23/2006,20060123,2006#23#01,2006,1,23
1/29/2015,20150129,2015#29#01,2015,1,29
1/1/2014,20140101,2014#01#01,2014,1,1
6/12/1963,19630612,1963#12#06,1963,6,12
11/13/2005,20051113,2005#13#11,2005,11,13
5/12/2008,20080512,2008#12#05,2008,5,12
5/15/1992,19920515,1992#15#05,1992,5,15
6/23/1981,19810623,1981#23#06,1981,6,23
10/1/2010,20101001,2010#01#10,2010,10,1
2/10/2006,20060210,2006#10#02,2006,2,10
9/9/2013,20130909,2013#09#09,2013,9,9
7/14/1999,19990714,1999#14#07,1999,7,14
8/4/1995,19950804,1995#04#08,1995,8,4
8/15/2012,20120815,2012#15#08,2012,8,15
6/9/2007,20070609,2007#09#06,2007,6,9
4/28/2000,20000428,2000#28#04,2000,4,28
5/21/2014,20140521,2014#21#05,2014,5,21
2/5/1998,19980205,1998#05#02,1998,2,5
6/7/1991,19910607,1991#07#06,1991,6,7
9/12/2008,20080912,2008#12#09,2008,9,12
11/16/1984,19841116,1984#16#11,1984,11,16
8/4/1995,19950804,1995#04#08,1995,8,4
6/19/2015,20150619,2015#19#06,2015,6,19
4/28/2006,20060428,2006#28#04,2006,4,28
4/7/2004,20040407,2004#07#04,2004,4,7
3/20/1981,19810320,1981#20#03,1981,3,20
3/25/2005,20050325,2005#25#03,2005,3,25
5/17/2013,20130517,2013#17#05,2013,5,17
10/1/2009,20091001,2009#01#10,2009,10,1
3/10/2006,20060310,2006#10#03,2006,3,10
9/12/2016,20160912,2016#12#09,2016,9,12
10/15/2008,20081015,2008#15#10,2008,10,15
8/24/2001,20010824,2001#24#08,2001,8,24
2/13/2012,20120213,2012#13#02,2012,2,13
6/25/1980,19800625,1980#25#06,1980,6,25
4/29/1994,19940429,1994#29#04,1994,4,29
12/11/1992,19921211,1992#11#12,1992,12,11
5/3/1943,19430503,1943#03#05,1943,5,3
10/18/1990,19901018,1990#18#10,1990,10,18
1/1/1995,19950101,1995#01#01,1995,1,1
6/26/2012,20120626,2012#26#06,2012,6,26
12/17/1999,19991217,1999#17#12,1999,12,17
4/29/2010,20100429,2010#29#04,2010,4,29
1/13/2006,20060113,2006#13#01,2006,1,13
12/20/1988,19881220,1988#20#12,1988,12,20
5/19/2002,20020519,2002#19#05,2002,5,19
11/15/1985,19851115,1985#15#11,1985,11,15
2/9/2013,20130209,2013#09#02,2013,2,9
12/14/1984,19841214,1984#14#12,1984,12,14
2/9/2012,20120209,2012#09#02,2012,2,9
8/23/2013,20130823,2013#23#08,2013,8,23
9/5/2014,20140905,2014#05#09,2014,9,5
10/19/1984,19841019,1984#19#10,1984,10,19
7/23/2013,20130723,2013#23#07,2013,7,23
2/4/1983,19830204,1983#04#02,1983,2,4
5/24/1979,19790524,1979#24#05,1979,5,24
12/12/2011,20111212,2011#12#12,2011,12,12
1/25/2016,20160125,2016#25#01,2016,1,25
10/16/2009,20091016,2009#16#10,2009,10,16
8/23/2000,20000823,2000#23#08,2000,8,23
12/12/2008,20081212,2008#12#12,2008,12,12
9/13/2011,20110913,2011#13#09,2011,9,13
9/24/1993,19930924,1993#24#09,1993,9,24
12/4/1980,19801204,1980#04#12,1980,12,4
1/1/1994,19940101,1994#01#01,1994,1,1
12/9/2008,20081209,2008#09#12,2008,12,9
1/22/2015,20150122,2015#22#01,2015,1,22
6/10/2010,20100610,2010#10#06,2010,6,10
11/27/2003,20031127,2003#27#11,2003,11,27
8/19/1988,19880819,1988#19#08,1988,8,19
7/1/2005,20050701,2005#01#07,2005,7,1
10/21/1988,19881021,1988#21#10,1988,10,21
10/31/1997,19971031,1997#31#10,1997,10,31
1/14/2011,20110114,2011#14#01,2011,1,14
8/12/2014,20140812,2014#12#08,2014,8,12
9/20/1996,19960920,1996#20#09,1996,9,20
5/6/2015,20150506,2015#06#05,2015,5,6
1/13/2016,20160113,2016#13#01,2016,1,13
8/1/1997,19970801,1997#01#08,1997,8,1
9/2/2003,20030902,2003#02#09,2003,9,2
2/27/1998,19980227,1998#27#02,1998,2,27
2/3/1978,19780203,1978#03#02,1978,2,3
1/30/1991,19910130,1991#30#01,1991,1,30
7/1/2001,20010701,2001#01#07,2001,7,1
4/10/1998,19980410,1998#10#04,1998,4,10
8/17/2007,20070817,2007#17#08,2007,8,17
12/6/2002,20021206,2002#06#12,2002,12,6
12/22/1995,19951222,1995#22#12,1995,12,22
12/26/1933,19331226,1933#26#12,1933,12,26
6/6/2007,20070606,2007#06#06,2007,6,6
8/1/2002,20020801,2002#01#08,2002,8,1
8/18/1989,19890818,1989#18#08,1989,8,18
6/9/1989,19890609,1989#09#06,1989,6,9
7/4/2001,20010704,2001#04#07,2001,7,4
3/30/1998,19980330,1998#30#03,1998,3,30
12/25/2013,20131225,2013#25#12,2013,12,25
3/16/2010,20100316,2010#16#03,2010,3,16
9/23/1994,19940923,1994#23#09,1994,9,23
9/23/2012,20120923,2012#23#09,2012,9,23
7/30/2014,20140730,2014#30#07,2014,7,30
7/4/2007,20070704,2007#04#07,2007,7,4
9/28/2007,20070928,2007#28#09,2007,9,28
10/21/2016,20161021,2016#21#10,2016,10,21
1/13/2012,20120113,2012#13#01,2012,1,13
9/5/2003,20030905,2003#05#09,2003,9,5
4/16/2009,20090416,2009#16#04,2009,4,16
10/8/2015,20151008,2015#08#10,2015,10,8
8/30/1985,19850830,1985#30#08,1985,8,30
9/28/2007,20070928,2007#28#09,2007,9,28
11/14/1980,19801114,1980#14#11,1980,11,14
11/9/1990,19901109,1990#09#11,1990,11,9
8/14/1975,19750814,1975#14#08,1975,8,14
5/24/1938,19380524,1938#24#05,1938,5,24
12/8/1932,19321208,1932#08#12,1932,12,8
1/27/2006,20060127,2006#27#01,2006,1,27
7/5/1996,19960705,1996#05#07,1996,7,5
12/14/2005,20051214,2005#14#12,2005,12,14
6/30/1995,19950630,1995#30#06,1995,6,30
5/3/2012,20120503,2012#03#05,2012,5,3
12/10/1987,19871210,1987#10#12,1987,12,10
10/2/2002,20021002,2002#02#10,2002,10,2
9/7/2007,20070907,2007#07#09,2007,9,7
4/16/2016,20160416,2016#16#04,2016,4,16
9/9/2010,20100909,2010#09#09,2010,9,9
1/30/2009,20090130,2009#30#01,2009,1,30
10/25/2011,20111025,2011#25#10,2011,10,25
3/1/2002,20020301,2002#01#03,2002,3,1
3/1/1944,19440301,1944#01#03,1944,3,1
4/29/2011,20110429,2011#29#04,2011,4,29
11/19/1982,19821119,1982#19#11,1982,11,19
11/20/1997,19971120,1997#20#11,1997,11,20
2/8/1979,19790208,1979#08#02,1979,2,8
12/21/1990,19901221,1990#21#12,1990,12,21
7/16/2015,20150716,2015#16#07,2015,7,16
11/27/1998,19981127,1998#27#11,1998,11,27
12/5/1942,19421205,1942#05#12,1942,12,5
11/21/2007,20071121,2007#21#11,2007,11,21
7/14/2005,20050714,2005#14#07,2005,7,14
10/7/1999,19991007,1999#07#10,1999,10,7
7/30/2013,20130730,2013#30#07,2013,7,30
10/11/2013,20131011,2013#11#10,2013,10,11
1/22/2008,20080122,2008#22#01,2008,1,22
2/3/2000,20000203,2000#03#02,2000,2,3
7/23/2004,20040723,2004#23#07,2004,7,23
2/11/2011,20110211,2011#11#02,2011,2,11
10/31/2014,20141031,2014#31#10,2014,10,31
12/25/2014,20141225,2014#25#12,2014,12,25
6/16/2000,20000616,2000#16#06,2000,6,16
10/23/2009,20091023,2009#23#10,2009,10,23
12/15/1984,19841215,1984#15#12,1984,12,15
4/21/2005,20050421,2005#21#04,2005,4,21
12/19/1963,19631219,1963#19#12,1963,12,19
3/17/1989,19890317,1989#17#03,1989,3,17
10/14/2014,20141014,2014#14#10,2014,10,14
9/15/2006,20060915,2006#15#09,2006,9,15
4/19/2007,20070419,2007#19#04,2007,4,19
3/9/2013,20130309,2013#09#03,2013,3,9
8/7/2009,20090807,2009#07#08,2009,8,7
9/6/1991,19910906,1991#06#09,1991,9,6
3/6/1987,19870306,1987#06#03,1987,3,6
10/13/2016,20161013,2016#13#10,2016,10,13
9/11/2003,20030911,2003#11#09,2003,9,11
2/16/1989,19890216,1989#16#02,1989,2,16
8/2/2002,20020802,2002#02#08,2002,8,2
1/31/2008,20080131,2008#31#01,2008,1,31
2/21/1986,19860221,1986#21#02,1986,2,21
9/19/1980,19800919,1980#19#09,1980,9,19
11/17/2005,20051117,2005#17#11,2005,11,17
9/8/2013,20130908,2013#08#09,2013,9,8
12/1/1948,19481201,1948#01#12,1948,12,1
3/13/2001,20010313,2001#13#03,2001,3,13
10/8/1993,19931008,1993#08#10,1993,10,8
3/7/2012,20120307,2012#07#03,2012,3,7
9/10/1993,19930910,1993#10#09,1993,9,10
4/19/2007,20070419,2007#19#04,2007,4,19
9/4/2011,20110904,2011#04#09,2011,9,4
3/1/2009,20090301,2009#01#03,2009,3,1
7/19/1996,19960719,1996#19#07,1996,7,19
7/9/2003,20030709,2003#09#07,2003,7,9
8/5/1964,19640805,1964#05#08,1964,8,5
5/9/1980,19800509,1980#09#05,1980,5,9
1/1/2013,20130101,2013#01#01,2013,1,1
7/15/2011,20110715,2011#15#07,2011,7,15
8/25/2016,20160825,2016#25#08,2016,8,25
2/4/1994,19940204,1994#04#02,1994,2,4
1/29/1999,19990129,1999#29#01,1999,1,29
9/7/2006,20060907,2006#07#09,2006,9,7
3/2/1939,19390302,1939#02#03,1939,3,2
9/7/2007,20070907,2007#07#09,2007,9,7
3/17/2005,20050317,2005#17#03,2005,3,17
5/15/1985,19850515,1985#15#05,1985,5,15
2/26/2010,20100226,2010#26#02,2010,2,26
11/8/1999,19991108,1999#08#11,1999,11,8
8/25/1993,19930825,1993#25#08,1993,8,25
6/23/1976,19760623,1976#23#06,1976,6,23
9/20/2012,20120920,2012#20#09,2012,9,20
6/21/1996,19960621,1996#21#06,1996,6,21
3/8/1996,19960308,1996#08#03,1996,3,8
9/29/2001,20010929,2001#29#09,2001,9,29
9/9/2002,20020909,2002#09#09,2002,9,9
1/12/1990,19900112,1990#12#01,1990,1,12
10/6/1960,19601006,1960#06#10,1960,10,6
3/20/2013,20130320,2013#20#03,2013,3,20
9/7/2014,20140907,2014#07#09,2014,9,7
5/17/2005,20050517,2005#17#05,2005,5,17
7/7/2016,20160707,2016#07#07,2016,7,7
6/13/1997,19970613,1997#13#06,1997,6,13
4/19/2017,20170419,2017#19#04,2017,4,19
7/4/2001,20010704,2001#04#07,2001,7,4
8/12/1988,19880812,1988#12#08,1988,8,12
9/6/2013,20130906,2013#06#09,2013,9,6
4/11/2013,20130411,2013#11#04,2013,4,11
4/26/2002,20020426,2002#26#04,2002,4,26
11/21/2007,20071121,2007#21#11,2007,11,21
12/2/2010,20101202,2010#02#12,2010,12,2
5/5/2004,20040505,2004#05#05,2004,5,5
5/14/2011,20110514,2011#14#05,2011,5,14
3/9/1989,19890309,1989#09#03,1989,3,9
2/27/2009,20090227,2009#27#02,2009,2,27
6/29/1972,19720629,1972#29#06,1972,6,29
1/10/2013,20130110,2013#10#01,2013,1,10
10/27/2006,20061027,2006#27#10,2006,10,27
9/17/2015,20150917,2015#17#09,2015,9,17
10/22/1960,19601022,1960#22#10,1960,10,22
2/28/2013,20130228,2013#28#02,2013,2,28
3/1/1996,19960301,1996#01#03,1996,3,1
7/6/1988,19880706,1988#06#07,1988,7,6
6/14/2012,20120614,2012#14#06,2012,6,14
6/12/1968,19680612,1968#12#06,1968,6,12
2/29/2008,20080229,2008#29#02,2008,2,29
1/26/2006,20060126,2006#26#01,2006,1,26
10/12/2006,20061012,2006#12#10,2006,10,12
11/23/1994,19941123,1994#23#11,1994,11,23
2/23/2007,20070223,2007#23#02,2007,2,23
11/1/1979,19791101,1979#01#11,1979,11,1
9/18/2008,20080918,2008#18#09,2008,9,18
10/26/1995,19951026,1995#26#10,1995,10,26
3/21/2003,20030321,2003#21#03,2003,3,21
8/22/1986,19860822,1986#22#08,1986,8,22
12/10/2004,20041210,2004#10#12,2004,12,10
4/11/2002,20020411,2002#11#04,2002,4,11
10/1/2015,20151001,2015#01#10,2015,10,1
6/7/1984,19840607,1984#07#06,1984,6,7
1/11/1995,19950111,1995#11#01,1995,1,11
1/1/1994,19940101,1994#01#01,1994,1,1
12/24/2015,20151224,2015#24#12,2015,12,24
10/14/2014,20141014,2014#14#10,2014,10,14
8/2/1996,19960802,1996#02#08,1996,8,2
5/23/2013,20130523,2013#23#05,2013,5,23
8/14/2015,20150814,2015#14#08,2015,8,14
4/10/1953,19530410,1953#10#04,1953,4,10
10/8/2015,20151008,2015#08#10,2015,10,8
8/24/2007,20070824,2007#24#08,2007,8,24
11/25/1986,19861125,1986#25#11,1986,11,25
3/19/2013,20130319,2013#19#03,2013,3,19
8/13/1996,19960813,1996#13#08,1996,8,13
8/7/1987,19870807,1987#07#08,1987,8,7
5/17/2002,20020517,2002#17#05,2002,5,17
2/15/2002,20020215,2002#15#02,2002,2,15
9/6/2003,20030906,2003#06#09,2003,9,6
10/19/2001,20011019,2001#19#10,2001,10,19
10/7/2003,20031007,2003#07#10,2003,10,7
3/20/1986,19860320,1986#20#03,1986,3,20
2/15/2002,20020215,2002#15#02,2002,2,15
4/17/1992,19920417,1992#17#04,1992,4,17
3/21/2013,20130321,2013#21#03,2013,3,21
10/9/1992,19921009,1992#09#10,1992,10,9
9/15/2004,20040915,2004#15#09,2004,9,15
5/15/1999,19990515,1999#15#05,1999,5,15
1/30/1998,19980130,1998#30#01,1998,1,30
12/20/1954,19541220,1954#20#12,1954,12,20
1/1/1939,19390101,1939#01#01,1939,1,1
5/1/2010,20100501,2010#01#05,2010,5,1
12/19/2015,20151219,2015#19#12,2015,12,19
4/17/2004,20040417,2004#17#04,2004,4,17
5/12/2016,20160512,2016#12#05,2016,5,12
9/2/1988,19880902,1988#02#09,1988,9,2
1/16/2002,20020116,2002#16#01,2002,1,16
9/21/1964,19640921,1964#21#09,1964,9,21
8/21/2014,20140821,2014#21#08,2014,8,21
3/17/2006,20060317,2006#17#03,2006,3,17
6/19/1992,19920619,1992#19#06,1992,6,19
1/24/2013,20130124,2013#24#01,2013,1,24
9/22/2016,20160922,2016#22#09,2016,9,22
8/14/2009,20090814,2009#14#08,2009,8,14
10/23/2009,20091023,2009#23#10,2009,10,23
1/13/2004,20040113,2004#13#01,2004,1,13
9/11/1998,19980911,1998#11#09,1998,9,11
6/1/1990,19900601,1990#01#06,1990,6,1
8/24/1990,19900824,1990#24#08,1990,8,24
5/19/2007,20070519,2007#19#05,2007,5,19
3/29/2006,20060329,2006#29#03,2006,3,29
12/16/1970,19701216,1970#16#12,1970,12,16
4/12/2012,20120412,2012#12#04,2012,4,12
4/19/1999,19990419,1999#19#04,1999,4,19
12/8/2006,20061208,2006#08#12,2006,12,8
10/2/2010,20101002,2010#02#10,2010,10,2
12/30/2015,20151230,2015#30#12,2015,12,30
4/16/2014,20140416,2014#16#04,2014,4,16
5/25/2006,20060525,2006#25#05,2006,5,25
5/14/2009,20090514,2009#14#05,2009,5,14
2/12/2010,20100212,2010#12#02,2010,2,12
8/6/2008,20080806,2008#06#08,2008,8,6
12/8/1978,19781208,1978#08#12,1978,12,8
1/29/1999,19990129,1999#29#01,1999,1,29
8/26/1955,19550826,1955#26#08,1955,8,26
11/11/1947,19471111,1947#11#11,1947,11,11
12/24/2016,20161224,2016#24#12,2016,12,24
4/2/2009,20090402,2009#02#04,2009,4,2
8/29/2002,20020829,2002#29#08,2002,8,29
7/25/1986,19860725,1986#25#07,1986,7,25
6/1/1945,19450601,1945#01#06,1945,6,1
8/7/2008,20080807,2008#07#08,2008,8,7
2/3/1995,19950203,1995#03#02,1995,2,3
2/26/2010,20100226,2010#26#02,2010,2,26
5/14/2010,20100514,2010#14#05,2010,5,14
